svcc_smallbank;2PL;100;1000000;1;0;2651;2651;859077;140923;0;0;0;0;2130;825;0;164;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;100;1000000;5;0;4101;19552;4296424;703576;144036;0;0;0;15618;6107;27;1541;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;100;1000000;10;0;6976;62501;8597714;1402286;635266;0;0;0;50896;20614;151;6584;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;100;1000000;20;0;8772;171965;17189423;2810577;2738741;0;0;0;133979;55748;1059;28374;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;100;1000000;30;0;10083;296251;25763178;4236822;6142004;0;0;0;216300;92100;4303;65610;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;100;1000000;40;0;12003;471786;34323703;5676297;10858038;0;0;0;322773;140761;13610;128603;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;100;1000000;50;0;17309;814540;42848651;7151349;15713877;0;0;0;516437;231564;44584;271760;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;100;1000000;60;0;21174;1225451;51350498;8649502;21796026;0;0;0;709658;322128;126108;487020;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;10000;1000000;1;0;2964;2963;865882;134118;0;0;0;0;2450;845;0;163;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;10000;1000000;5;0;4490;21264;4302228;697772;11935;0;0;0;17687;6094;2;1142;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;10000;1000000;10;0;6819;63368;8597766;1402234;48507;0;0;0;54398;19815;11;3574;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;10000;1000000;20;0;8097;156302;17183923;2816077;214982;0;0;0;135570;49459;78;11163;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;10000;1000000;30;0;8782;254703;25774200;4225800;469072;0;0;0;219275;81854;176;20525;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;10000;1000000;40;0;9882;384489;34363905;5636095;810413;0;0;0;328559;124974;407;34825;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;10000;1000000;50;0;12990;603834;42954656;7045344;1207147;0;0;0;512456;197016;1021;66491;0;0;0;0;0;0;0;0
svcc_smallbank;2PL;10000;1000000;60;0;14010;796302;51535393;8464607;1664344;0;0;0;662849;266777;1808;105326;0;0;0;0;0;0;0;0
